ID,Gene.symbol,Gene.title
ILMN_1664016,ARHGEF18,Rho/Rac guanine nucleotide exchange factor 18
ILMN_1696974,ANG,angiogenin
ILMN_1679049,,
ILMN_1808306,SLC26A1,solute carrier family 26 member 1
ILMN_1706523,FCGR2A,Fc fragment of IgG receptor IIa
ILMN_1733615,MTF2,metal response element binding transcription factor 2
ILMN_2153679,TBC1D3B,TBC1 domain family member 3B
ILMN_1914645,,
ILMN_1786627,,
ILMN_3204016,,
ILMN_1737298,MAT2A,methionine adenosyltransferase 2A
ILMN_3289745,,
ILMN_1805541,,
ILMN_2233885,SERF1B,small EDRK-rich factor 1B
ILMN_1762888,METTL21A,methyltransferase like 21A
ILMN_1730521,HLA-DPB2,"major histocompatibility complex, class II, DP beta 2 (pseudogene)"
ILMN_1719998,UAP1L1,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
ILMN_1772073,OR2F2,olfactory receptor family 2 subfamily F member 2
ILMN_1740538,,
ILMN_1835033,,
ILMN_1664383,,
ILMN_1712375,NCAPH2,non-SMC condensin II complex subunit H2
ILMN_1680682,TADA2A,transcriptional adaptor 2A
ILMN_1703724,,
ILMN_1733985,SIRT3,sirtuin 3
ILMN_1756960,,
ILMN_1690442,TMEM241,transmembrane protein 241
ILMN_2233576,GAGE12I,G antigen 12I
ILMN_1812578,,
ILMN_1693552,CD300A,CD300a molecule
ILMN_2391231,SORD,sorbitol dehydrogenase
ILMN_1806430,,
ILMN_1659950,APC2,"APC2, WNT signaling pathway regulator"
ILMN_1779832,,
ILMN_1807726,ESX1,ESX homeobox 1
ILMN_1746012,MBD6,methyl-CpG binding domain protein 6
ILMN_1756472,,
ILMN_1798085,EID2B,EP300 interacting inhibitor of differentiation 2B
ILMN_1803308,,
ILMN_3236982,,
ILMN_3209477,TACC1,transforming acidic coiled-coil containing protein 1
ILMN_1733254,WDR93,WD repeat domain 93
ILMN_3290562,,
ILMN_2286106,PAICS,phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase
ILMN_2361478,PDLIM5,PDZ and LIM domain 5
ILMN_1702171,LPCAT1,lysophosphatidylcholine acyltransferase 1
ILMN_1809013,MYL6,myosin light chain 6
ILMN_3247390,,
ILMN_1700367,,
ILMN_3188583,,
ILMN_3238196,CYTH4,cytohesin 4
ILMN_3252597,,
ILMN_1793643,MRM1,mitochondrial rRNA methyltransferase 1
ILMN_1702708,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha
ILMN_2064355,MCF2L2,MCF.2 cell line derived transforming sequence-like 2
ILMN_3278070,,
ILMN_1697342,HOXC11,homeobox C11
ILMN_1680032,SLC7A13,solute carrier family 7 member 13
ILMN_1786810,KIR2DL1,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1"
ILMN_1652939,SPATA31A1,SPATA31 subfamily A member 1
ILMN_3268784,,
ILMN_1778077,NOX1,NADPH oxidase 1
ILMN_2189701,CYLC1,cylicin 1
ILMN_1705444,,
ILMN_2261784,CCNY,cyclin Y
ILMN_3243949,,
ILMN_1801776,PSG9,pregnancy specific beta-1-glycoprotein 9
ILMN_3203162,,
ILMN_1698546,HNF4A,hepatocyte nuclear factor 4 alpha
ILMN_1702243,,
ILMN_1665311,STH,saitohin
ILMN_2166534,STK17B,serine/threonine kinase 17b
ILMN_1802766,DCAF12L1,DDB1 and CUL4 associated factor 12 like 1
ILMN_1669446,KCNJ14,potassium voltage-gated channel subfamily J member 14
ILMN_3256894,,
ILMN_1754207,PLAC1,placenta specific 1
ILMN_2044617,MTERF3,mitochondrial transcription termination factor 3
ILMN_2251020,SLC10A7,solute carrier family 10 member 7
ILMN_1658847,,
ILMN_2049693,C11orf71,chromosome 11 open reading frame 71
ILMN_1738173,METTL4,methyltransferase like 4
ILMN_1656840,VPS13D,vacuolar protein sorting 13 homolog D
ILMN_3184670,,
ILMN_1819923,,
ILMN_1674187,,
ILMN_3248237,,
ILMN_1813795,RASSF5,Ras association domain family member 5
ILMN_1708538,,
ILMN_3309021,MIR142,microRNA 142
ILMN_1665004,CASC3,cancer susceptibility candidate 3
ILMN_1710323,,
ILMN_1809303,,
ILMN_1784653,,
ILMN_1814975,,
ILMN_2414014,RBM10,RNA binding motif protein 10
ILMN_1795228,ZFAND5,zinc finger AN1-type containing 5
ILMN_1652574,,
ILMN_1745079,TRIM2,tripartite motif containing 2
ILMN_2279645,,
ILMN_1790162,,
ILMN_1708183,PZP,"PZP, alpha-2-macroglobulin like"
ILMN_1724352,SV2C,synaptic vesicle glycoprotein 2C
ILMN_2366587,SPDYA,speedy/RINGO cell cycle regulator family member A
ILMN_1769135,DPP7,dipeptidyl peptidase 7
ILMN_1702817,B3GNTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1"
ILMN_3200758,LINC00282,long intergenic non-protein coding RNA 282
ILMN_1887174,SPIDR,scaffolding protein involved in DNA repair
ILMN_1697527,,
ILMN_3309484,MIR10B,microRNA 10b
ILMN_2241124,ADGRF1,adhesion G protein-coupled receptor F1
ILMN_1679267,TGM2,transglutaminase 2
ILMN_1889878,,
ILMN_1740620,,
ILMN_1716591,SPRR1A,small proline rich protein 1A
ILMN_1753254,SLC12A7,solute carrier family 12 member 7
ILMN_3248591,LTBP2,latent transforming growth factor beta binding protein 2
ILMN_1709142,PURA,purine rich element binding protein A
ILMN_3231127,,
ILMN_1796029,,
ILMN_3248758,,
ILMN_3245769,FAM163A,family with sequence similarity 163 member A
ILMN_1724544,PPP4R1,protein phosphatase 4 regulatory subunit 1
ILMN_1811103,PCDHGB5,"protocadherin gamma subfamily B, 5"
ILMN_1688853,ZBTB9,zinc finger and BTB domain containing 9
ILMN_1677228,TMLHE,"trimethyllysine hydroxylase, epsilon"
ILMN_1685318,EN2,engrailed homeobox 2
ILMN_2161971,WIPF3,WAS/WASL interacting protein family member 3
ILMN_1750722,RPS7,ribosomal protein S7
ILMN_3300937,MIR17HG,miR-17-92a-1 cluster host gene
ILMN_2291455,FAM102A,family with sequence similarity 102 member A
ILMN_3200322,,
ILMN_3248505,COL26A1,collagen type XXVI alpha 1 chain
ILMN_2093674,GMFB,glia maturation factor beta
ILMN_1804571,ZKSCAN4,zinc finger with KRAB and SCAN domains 4
ILMN_2155323,ZNF652,zinc finger protein 652
ILMN_2343618,SAMD3,sterile alpha motif domain containing 3
ILMN_3251676,BCL2L15,BCL2 like 15
ILMN_2361920,SGK2,"SGK2, serine/threonine kinase 2"
ILMN_1674694,,
ILMN_1673543,PGM2,phosphoglucomutase 2
ILMN_1657790,SRSF11,serine and arginine rich splicing factor 11
ILMN_1700229,ISPD,isoprenoid synthase domain containing
ILMN_3241323,DMRTC1,DMRT like family C1
ILMN_1713412,NHS,NHS actin remodeling regulator
ILMN_1750051,AMER1,APC membrane recruitment protein 1
ILMN_1816990,,
ILMN_3249372,ZNF843,zinc finger protein 843
ILMN_1698673,EFCAB7,EF-hand calcium binding domain 7
ILMN_3186462,,
ILMN_1705423,,
ILMN_1795754,CLIC2,chloride intracellular channel 2
ILMN_2137544,ALOX12P2,arachidonate 12-lipoxygenase pseudogene 2
ILMN_1693071,FAM92B,family with sequence similarity 92 member B
ILMN_1688113,PABPC1L2B,poly(A) binding protein cytoplasmic 1 like 2B
ILMN_1728478,CXCL16,C-X-C motif chemokine ligand 16
ILMN_1790575,METTL13,methyltransferase like 13
ILMN_1665751,,
ILMN_1814650,TRAPPC4,trafficking protein particle complex 4
ILMN_1696757,TTC14,tetratricopeptide repeat domain 14
ILMN_1784534,VIMP,VCP interacting membrane selenoprotein
ILMN_1796256,,
ILMN_2091347,IDH1,"isocitrate dehydrogenase (NADP(+)) 1, cytosolic"
ILMN_1775240,FAM9C,family with sequence similarity 9 member C
ILMN_1741692,FOXL1,forkhead box L1
ILMN_1654552,MRPS31,mitochondrial ribosomal protein S31
ILMN_1700657,NRXN3,neurexin 3
ILMN_1780913,PPP2R5C,protein phosphatase 2 regulatory subunit B'gamma
ILMN_2277334,KCNK2,potassium two pore domain channel subfamily K member 2
ILMN_1695941,NECAB1,N-terminal EF-hand calcium binding protein 1
ILMN_2178226,,
ILMN_1874806,,
ILMN_2410516,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent 1A"
ILMN_2253065,,
ILMN_3261022,,
ILMN_1805201,,
ILMN_1753567,ZNF451,zinc finger protein 451
ILMN_1655905,DEFB131,defensin beta 131
ILMN_2322768,CSF3,colony stimulating factor 3
ILMN_1732149,AQP2,aquaporin 2
ILMN_1784105,SLC38A7,solute carrier family 38 member 7
ILMN_1698803,ZAK,sterile alpha motif and leucine zipper containing kinase AZK
ILMN_1681857,MYL7,myosin light chain 7
ILMN_1736894,HNRNPA1L2,heterogeneous nuclear ribonucleoprotein A1-like 2
ILMN_1797926,ROBO2,roundabout guidance receptor 2
ILMN_1727778,NTNG1,netrin G1
ILMN_1743397,PIGW,phosphatidylinositol glycan anchor biosynthesis class W
ILMN_3249203,LINC00623,long intergenic non-protein coding RNA 623
ILMN_3295030,,
ILMN_1687306,LGALS2,galectin 2
ILMN_1730176,,
ILMN_1761058,ACAD11,acyl-CoA dehydrogenase family member 11
ILMN_3304092,,
ILMN_1672229,FGF12,fibroblast growth factor 12
ILMN_1786328,DCAF12,DDB1 and CUL4 associated factor 12
ILMN_1803015,C11orf44,chromosome 11 open reading frame 44
ILMN_1747586,TG,thyroglobulin
ILMN_2104784,FKBP3,FK506 binding protein 3
ILMN_3293070,,
ILMN_1787257,GLP1R,glucagon like peptide 1 receptor
ILMN_3303988,,
ILMN_1784763,,
ILMN_1753518,,
ILMN_2172269,TMEM183B,transmembrane protein 183B
ILMN_1750130,GSPT1,G1 to S phase transition 1
ILMN_1721628,C19orf73,chromosome 19 open reading frame 73
ILMN_3241139,SNORD57,"small nucleolar RNA, C/D box 57"
ILMN_2397178,PDC,phosducin
ILMN_1752550,NPAS3,neuronal PAS domain protein 3
ILMN_2258363,KLC4,kinesin light chain 4
ILMN_2063051,,
ILMN_1826738,,
ILMN_1683552,,
ILMN_2207988,SERPINI1,serpin family I member 1
ILMN_1786771,LRRC37A6P,"leucine rich repeat containing 37 member A6, pseudogene"
ILMN_1805039,DPP10,dipeptidyl peptidase like 10
ILMN_2234873,NME2,NME/NM23 nucleoside diphosphate kinase 2
ILMN_3241446,ODF3B,outer dense fiber of sperm tails 3B
ILMN_1710747,,
ILMN_1706213,C16orf96,chromosome 16 open reading frame 96
ILMN_1753388,ABCA10,ATP binding cassette subfamily A member 10
ILMN_1728308,,
ILMN_2210482,MRPS34,mitochondrial ribosomal protein S34
ILMN_2354285,GNRH2,gonadotropin releasing hormone 2
ILMN_3267559,,
ILMN_2275760,TFAP2A,transcription factor AP-2 alpha
ILMN_1803748,SLC5A7,solute carrier family 5 member 7
ILMN_1653102,BICDL1,BICD family like cargo adaptor 1
ILMN_3166430,,
ILMN_1773301,,
ILMN_1740171,DUSP11,dual specificity phosphatase 11
ILMN_1720270,CDR2,cerebellar degeneration related protein 2
ILMN_1812659,,
ILMN_1769083,GSTA3,glutathione S-transferase alpha 3
ILMN_1716905,,
ILMN_1704789,,
ILMN_1706805,TRPM5,transient receptor potential cation channel subfamily M member 5
ILMN_1712272,,
ILMN_1732079,SLC30A5,solute carrier family 30 member 5
ILMN_2050970,C1QL3,complement C1q like 3
ILMN_3261382,TMEM221,transmembrane protein 221
ILMN_3246087,,
ILMN_1715589,PLEKHA2,pleckstrin homology domain containing A2
ILMN_1811430,PPP6R2,protein phosphatase 6 regulatory subunit 2
ILMN_1655615,,
ILMN_1813100,ARFGEF3,ARFGEF family member 3
ILMN_1815758,GAB2,GRB2 associated binding protein 2
ILMN_1738468,KEL,"Kell blood group, metallo-endopeptidase"
ILMN_1751164,ARHGAP30,Rho GTPase activating protein 30
ILMN_1698407,,
ILMN_3203041,,
ILMN_2397199,NDEL1,nudE neurodevelopment protein 1 like 1
ILMN_3233385,,
ILMN_3185707,MROH1,maestro heat like repeat family member 1
ILMN_1838949,,
ILMN_1772660,ANKRD53,ankyrin repeat domain 53
ILMN_3308658,MIR1263,microRNA 1263
ILMN_1864467,LOC100996671,uncharacterized LOC100996671
ILMN_3240893,PRELID3B,PRELI domain containing 3B
ILMN_3254978,,
ILMN_1724341,ALG13,"ALG13, UDP-N-acetylglucosaminyltransferase subunit"
ILMN_1798663,,
ILMN_1768099,SCGB1C1,secretoglobin family 1C member 1
ILMN_2181125,NAPB,NSF attachment protein beta
ILMN_1749639,PDE4DIP,phosphodiesterase 4D interacting protein
ILMN_1658416,MRPS18C,mitochondrial ribosomal protein S18C
ILMN_1701112,THUMPD3-AS1,THUMPD3 antisense RNA 1
ILMN_3188215,,
ILMN_1914714,,
ILMN_1661440,,
ILMN_1815287,B3GALNT1,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)"
ILMN_1797295,PASD1,PAS domain containing 1
ILMN_3262542,,
ILMN_1744701,,
ILMN_2372040,MTFP1,mitochondrial fission process 1
ILMN_1727668,,
ILMN_1753884,OR13J1,olfactory receptor family 13 subfamily J member 1
ILMN_1665521,STAMBP,STAM binding protein
ILMN_2357976,DDX39B,DEAD-box helicase 39B
ILMN_3229128,,
ILMN_2233438,SPATA31D1,SPATA31 subfamily D member 1
ILMN_1704531,PTGR1,prostaglandin reductase 1
ILMN_2211780,SLC25A4,solute carrier family 25 member 4
ILMN_2128697,SPACA5,sperm acrosome associated 5
ILMN_1782129,ZBED4,zinc finger BED-type containing 4
ILMN_1763882,,
ILMN_1713788,LINC00520,long intergenic non-protein coding RNA 520
ILMN_1793920,,
ILMN_2183331,RBM7,RNA binding motif protein 7
ILMN_1735891,,
ILMN_1815054,ADGRG3,adhesion G protein-coupled receptor G3
ILMN_1743017,PRDM16,PR/SET domain 16
ILMN_2074432,OR2A1,olfactory receptor family 2 subfamily A member 1
ILMN_1757230,ZNF250,zinc finger protein 250
ILMN_1808374,SNTB2,syntrophin beta 2
ILMN_1775053,,
ILMN_3245418,FAM180A,family with sequence similarity 180 member A
ILMN_1764886,,
ILMN_1771987,SLC44A2,solute carrier family 44 member 2
ILMN_1765031,,
ILMN_3225333,,
ILMN_1754562,ARHGEF17,Rho guanine nucleotide exchange factor 17
ILMN_3234735,ERI2,ERI1 exoribonuclease family member 2
ILMN_3202653,,
ILMN_2244004,ZMYM3,zinc finger MYM-type containing 3
ILMN_1655892,MMGT1,membrane magnesium transporter 1
ILMN_1706960,KIAA1217,KIAA1217
ILMN_1771311,,
ILMN_1729306,,
ILMN_1727539,PGA3,"pepsinogen 3, group I (pepsinogen A)"
ILMN_2121848,C9orf170,chromosome 9 open reading frame 170
ILMN_1755181,,
ILMN_3200972,,
ILMN_3253235,,
ILMN_3234984,SNORD105,"small nucleolar RNA, C/D box 105"
ILMN_1844593,NRG1,neuregulin 1
ILMN_1735231,ZSWIM4,zinc finger SWIM-type containing 4
ILMN_1776716,,
ILMN_1907182,,
ILMN_1765274,CAPN11,calpain 11
ILMN_1708510,NFATC2IP,nuclear factor of activated T-cells 2 interacting protein
ILMN_1728384,,
ILMN_1723843,CSNK2A2,casein kinase 2 alpha 2
ILMN_1656410,TRPC6,transient receptor potential cation channel subfamily C member 6
ILMN_2295980,ACBD5,acyl-CoA binding domain containing 5
ILMN_1743579,WDR4,WD repeat domain 4
ILMN_3308773,MIR1249,microRNA 1249
ILMN_1742962,CLEC6A,C-type lectin domain family 6 member A
ILMN_3249449,LOC729737,uncharacterized LOC729737
ILMN_2175220,CYP39A1,cytochrome P450 family 39 subfamily A member 1
ILMN_1679941,DBF4B,DBF4 zinc finger B
ILMN_3250110,,
ILMN_2091221,TULP2,tubby like protein 2
ILMN_1894500,MYOCD,myocardin
ILMN_1791114,CDR1,cerebellar degeneration related protein 1
ILMN_1689711,,
ILMN_2177413,TBL3,transducin beta like 3
ILMN_2175764,,
ILMN_1906423,,
ILMN_2284893,LHX3,LIM homeobox 3
ILMN_2344221,IGSF5,immunoglobulin superfamily member 5
ILMN_3235677,,
ILMN_1653429,SLC35A3,solute carrier family 35 member A3
ILMN_1737857,GTF2B,general transcription factor IIB
ILMN_1824766,,
ILMN_1731111,DERL3,derlin 3
ILMN_1740648,CYP2D6,cytochrome P450 family 2 subfamily D member 6
ILMN_2379110,CFAP52,cilia and flagella associated protein 52
ILMN_1791656,EDRF1,erythroid differentiation regulatory factor 1
ILMN_1808128,EXOC6B,exocyst complex component 6B
ILMN_3233787,,
ILMN_1652747,,
ILMN_1654677,RAD9B,RAD9 checkpoint clamp component B
ILMN_2167709,NIPSNAP3A,nipsnap homolog 3A
ILMN_1677384,PTGER3,prostaglandin E receptor 3
ILMN_1786423,LOC400927,TPTE and PTEN homologous inositol lipid phosphatase pseudogene
ILMN_2133100,LPIN2,lipin 2
ILMN_1677542,,
ILMN_3194394,,
ILMN_1710600,,
ILMN_1720093,PCP2,Purkinje cell protein 2
ILMN_2195721,KRTAP21-1,keratin associated protein 21-1
ILMN_1801254,,
ILMN_1806745,,
ILMN_3247983,,
ILMN_1784395,,
ILMN_1758205,,
ILMN_3176954,,
ILMN_1713676,,
ILMN_1740181,RPL13P5,ribosomal protein L13 pseudogene 5
ILMN_1670886,,
ILMN_1770424,DEFA5,defensin alpha 5
ILMN_3248663,SCARNA7,small Cajal body-specific RNA 7
ILMN_3310281,MIRLET7E,microRNA let-7e
ILMN_3214230,,
ILMN_1663059,,
ILMN_1709615,,
ILMN_1714756,YIPF5,Yip1 domain family member 5
ILMN_1807067,TLDC2,TBC/LysM-associated domain containing 2
ILMN_1709630,CCDC107,coiled-coil domain containing 107
ILMN_2231020,TMEM185B,transmembrane protein 185B
ILMN_3228171,,
ILMN_2197608,TTTY9B,"testis-specific transcript, Y-linked 9B (non-protein coding)"
ILMN_1807095,MRPS36,mitochondrial ribosomal protein S36
ILMN_1707578,,
ILMN_3178471,,
ILMN_1773243,ACER1,alkaline ceramidase 1
ILMN_1693789,ALPP,"alkaline phosphatase, placental"
ILMN_1679039,CASKIN1,CASK interacting protein 1
ILMN_2320513,APBB3,amyloid beta precursor protein binding family B member 3
ILMN_1667494,SPTB,"spectrin beta, erythrocytic"
ILMN_2228749,,
ILMN_3293681,PINLYP,phospholipase A2 inhibitor and LY6/PLAUR domain containing
ILMN_3262895,,
ILMN_1723886,ZFP2,ZFP2 zinc finger protein
ILMN_3200450,,
ILMN_1897160,,
ILMN_1790351,ANKRD13D,ankyrin repeat domain 13D
ILMN_1694634,MOGAT3,monoacylglycerol O-acyltransferase 3
ILMN_1684977,,
ILMN_1784328,SNORD25,"small nucleolar RNA, C/D box 25"
ILMN_1702056,FAM189B,family with sequence similarity 189 member B
ILMN_1660963,CCIN,calicin
ILMN_1661708,LGALS7,galectin 7
ILMN_1717706,PLK2,polo like kinase 2
ILMN_1745421,ZMAT5,zinc finger matrin-type 5
ILMN_3165565,,
ILMN_1761425,OLFML2A,olfactomedin like 2A
ILMN_1680831,,
ILMN_2340721,TMEM134,transmembrane protein 134
ILMN_3235036,LOC728024,chromosome X open reading frame 56 pseudogene
ILMN_1899400,,
ILMN_1680094,HEMGN,hemogen
ILMN_3236709,PRAC2,prostate cancer susceptibility candidate 2
ILMN_1796950,LRRC55,leucine rich repeat containing 55
ILMN_1702635,KLHDC10,kelch domain containing 10
ILMN_1694174,TRIM68,tripartite motif containing 68
ILMN_1819640,NXPH2,neurexophilin 2
ILMN_2201533,TMEM256,transmembrane protein 256
ILMN_1720041,MAGEC1,MAGE family member C1
ILMN_1742052,SERPINB9,serpin family B member 9
ILMN_1898071,,
ILMN_3237256,BEND4,BEN domain containing 4
ILMN_1833831,LOC100288798,uncharacterized LOC100288798
ILMN_1682316,TRIM33,tripartite motif containing 33
ILMN_1692628,,
ILMN_3202432,,
ILMN_1670086,,
ILMN_1700610,CLEC7A,C-type lectin domain family 7 member A
ILMN_3248171,,
ILMN_2130525,TSPAN13,tetraspanin 13
ILMN_2305544,DBI,"diazepam binding inhibitor, acyl-CoA binding protein"
ILMN_2364357,RPS6KB2,ribosomal protein S6 kinase B2
ILMN_1727315,DENND1A,DENN domain containing 1A
ILMN_1668649,MYCBPAP,MYCBP associated protein
ILMN_1812236,,
ILMN_2053415,LDLR,low density lipoprotein receptor
ILMN_1662187,C19orf67,chromosome 19 open reading frame 67
ILMN_1746949,CFAP53,cilia and flagella associated protein 53
ILMN_3245441,,
ILMN_1676077,,
ILMN_1775622,DMP1,dentin matrix acidic phosphoprotein 1
ILMN_1657436,FGFR1OP2,FGFR1 oncogene partner 2
ILMN_3226919,,
ILMN_1794921,MS4A10,membrane spanning 4-domains A10
ILMN_1702018,KMT2C,lysine methyltransferase 2C
ILMN_1810978,MUCL1,mucin like 1
ILMN_1800923,OR4M1,olfactory receptor family 4 subfamily M member 1
ILMN_1732375,EEFSEC,"eukaryotic elongation factor, selenocysteine-tRNA specific"
ILMN_1783448,DYNC1LI2,dynein cytoplasmic 1 light intermediate chain 2
ILMN_1907620,,
ILMN_1809297,,
ILMN_1717123,,
ILMN_1795085,CCDC116,coiled-coil domain containing 116
ILMN_1853748,,
ILMN_1753112,CD5,CD5 molecule
ILMN_2352036,RTN4,reticulon 4
ILMN_1865043,,
ILMN_3203729,,
ILMN_1764854,ZNF761,zinc finger protein 761
ILMN_1742358,CA14,carbonic anhydrase 14
ILMN_1684534,EPB41L1,erythrocyte membrane protein band 4.1 like 1
ILMN_1808713,HSD17B2,hydroxysteroid 17-beta dehydrogenase 2
ILMN_1652611,,
ILMN_1740523,,
ILMN_3243573,,
ILMN_1742958,,
ILMN_2314007,TCF12,transcription factor 12
ILMN_2081087,HSPA12A,heat shock protein family A (Hsp70) member 12A
ILMN_1799134,KLRD1,killer cell lectin like receptor D1
ILMN_1657619,DNAJB14,DnaJ heat shock protein family (Hsp40) member B14
ILMN_1772605,FRS3,fibroblast growth factor receptor substrate 3
ILMN_1651771,RRAGB,Ras related GTP binding B
ILMN_2276933,GDAP1,ganglioside induced differentiation associated protein 1
ILMN_3308718,,
ILMN_1682813,PRKCD,protein kinase C delta
ILMN_1658376,CCDC114,coiled-coil domain containing 114
ILMN_1706635,ELANE,"elastase, neutrophil expressed"
ILMN_2229379,KIT,KIT proto-oncogene receptor tyrosine kinase
ILMN_1775405,ARL4A,ADP ribosylation factor like GTPase 4A
ILMN_1653018,TMEM232,transmembrane protein 232
ILMN_1770015,KRT33B,keratin 33B
ILMN_1737242,C8G,"complement component 8, gamma polypeptide"
ILMN_1748903,LIN28A,lin-28 homolog A
ILMN_2407464,FASTK,Fas activated serine/threonine kinase
ILMN_2193545,OR51F1,olfactory receptor family 51 subfamily F member 1 (gene/pseudogene)
ILMN_2094631,TRIM60,tripartite motif containing 60
ILMN_3234142,LINC00623,long intergenic non-protein coding RNA 623
ILMN_1679731,SLC15A4,solute carrier family 15 member 4
ILMN_1693454,,
ILMN_1687921,JMJD8,jumonji domain containing 8
ILMN_2228845,CCL28,C-C motif chemokine ligand 28
ILMN_1821280,GDF11,growth differentiation factor 11
ILMN_2098643,FADS3,fatty acid desaturase 3
ILMN_1791190,MUSK,muscle associated receptor tyrosine kinase
ILMN_1812273,EHMT1,euchromatic histone lysine methyltransferase 1
ILMN_3239298,OTUD7B,OTU deubiquitinase 7B
ILMN_1745130,RBFOX2,"RNA binding protein, fox-1 homolog 2"
ILMN_2294274,S100PBP,S100P binding protein
ILMN_1838372,,
ILMN_2328094,DACT1,dishevelled binding antagonist of beta catenin 1
ILMN_2217601,ANXA9,annexin A9
ILMN_1677178,DEFB121,defensin beta 121
ILMN_1677104,TRAF5,TNF receptor associated factor 5
ILMN_1872493,,
ILMN_1652206,,
ILMN_1657505,HR,hair growth associated
ILMN_1858321,,
ILMN_1683857,SHC2,SHC adaptor protein 2
ILMN_1754600,FNBP1L,formin binding protein 1 like
ILMN_3194432,,
ILMN_2043007,DDI2,DNA damage inducible 1 homolog 2
ILMN_1830462,XYLT1,xylosyltransferase 1
ILMN_1730984,OR4C13,olfactory receptor family 4 subfamily C member 13
ILMN_1872122,LCOR,ligand dependent nuclear receptor corepressor
ILMN_3258262,,
ILMN_1726980,CYP4A22,cytochrome P450 family 4 subfamily A member 22
ILMN_1681569,,
ILMN_1737011,GOLM1,golgi membrane protein 1
ILMN_3268238,,
ILMN_1774973,SNORD21,"small nucleolar RNA, C/D box 21"
ILMN_3304421,,
ILMN_1705353,,
ILMN_2307407,C6orf25,chromosome 6 open reading frame 25
ILMN_1697145,,
ILMN_1843804,,
ILMN_1769082,TXNDC5,thioredoxin domain containing 5
ILMN_3243349,,
ILMN_3246547,CNPY1,canopy FGF signaling regulator 1
ILMN_3202863,,
ILMN_1721672,GPR171,G protein-coupled receptor 171
ILMN_1831834,GPATCH2,G-patch domain containing 2
ILMN_3225402,,
ILMN_1705247,ACSL5,acyl-CoA synthetase long-chain family member 5
ILMN_3183213,LINC00473,long intergenic non-protein coding RNA 473
ILMN_1662962,COLEC10,collectin subfamily member 10
ILMN_3236599,,
ILMN_2258383,BAX,"BCL2 associated X, apoptosis regulator"
ILMN_1804448,MSI2,musashi RNA binding protein 2
ILMN_1743715,FLG2,filaggrin family member 2
ILMN_1746635,,
ILMN_1887367,,
ILMN_1772163,,
ILMN_1856533,CDKL2,cyclin dependent kinase like 2
ILMN_3226810,,
ILMN_2299737,BBS5,Bardet-Biedl syndrome 5
ILMN_2369826,METTL26,methyltransferase like 26
ILMN_1748427,ZNF239,zinc finger protein 239
ILMN_1720756,OR5AK2,olfactory receptor family 5 subfamily AK member 2
ILMN_1764098,TRNT1,tRNA nucleotidyl transferase 1
ILMN_1661839,OR52A5,olfactory receptor family 52 subfamily A member 5
ILMN_1748182,SRY,sex determining region Y
ILMN_1750276,,
ILMN_1754871,,
ILMN_1714296,DNAH2,dynein axonemal heavy chain 2
ILMN_1690202,,
ILMN_1712532,CARD9,caspase recruitment domain family member 9
ILMN_1758537,CCER1,coiled-coil glutamate rich protein 1
ILMN_3309119,,
ILMN_3286204,,
ILMN_1658965,GABBR1,gamma-aminobutyric acid type B receptor subunit 1
ILMN_1738554,,
ILMN_1771643,,
ILMN_1796281,MYF5,myogenic factor 5
ILMN_1728102,,
ILMN_1757378,PLEC,plectin
ILMN_1896447,,
ILMN_1807425,IKZF2,IKAROS family zinc finger 2
ILMN_1810803,,
ILMN_3289508,,
ILMN_1765734,,
ILMN_1803124,BIRC5,baculoviral IAP repeat containing 5
ILMN_1740088,,
ILMN_1736670,PPP1R3C,protein phosphatase 1 regulatory subunit 3C
ILMN_3309329,MIR885,microRNA 885
ILMN_2174296,DNAJC2,DnaJ heat shock protein family (Hsp40) member C2
ILMN_1677318,Mar-08,membrane associated ring-CH-type finger 8
ILMN_3250659,SKA2,spindle and kinetochore associated complex subunit 2
ILMN_1808148,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1
ILMN_1803560,LAT2,linker for activation of T-cells family member 2
ILMN_1659085,WFDC12,WAP four-disulfide core domain 12
ILMN_1711346,EGFLAM,"EGF like, fibronectin type III and laminin G domains"
ILMN_1702198,,
ILMN_3249543,SNORD125,"small nucleolar RNA, C/D box 125"
ILMN_1802390,PIGA,phosphatidylinositol glycan anchor biosynthesis class A
ILMN_1707506,YTHDC1,YTH domain containing 1
ILMN_3293265,,
ILMN_1779890,OTOA,otoancorin
ILMN_3165027,,
ILMN_2230624,RPL18,ribosomal protein L18
ILMN_1775501,IL1B,interleukin 1 beta
ILMN_3232414,,
ILMN_1713682,FBXO11,F-box protein 11
ILMN_1723522,APOLD1,apolipoprotein L domain containing 1
ILMN_1866952,,
ILMN_1842394,,
ILMN_1673820,HLTF,helicase like transcription factor
ILMN_1669275,ZNF16,zinc finger protein 16
ILMN_3235410,MFSD14C,major facilitator superfamily domain containing 14C
