ID_REF,Control_1,Control_2,Control_3,Control_4,SARA_Infected_1,SARA_Infected_2,SARA_Infected_3,SARA_Infected_4
206698_at,141,98.2,110.7,152.8,191.5,304.9,1046.5,201.7
206704_at,171,82.6,51.3,59,114,123.6,179,66.3
206705_at,158.4,109.1,77.4,80.9,189.7,77,140.5,72.4
206715_at,445.8,848.7,494.7,476.5,442.2,393.3,398.3,519.6
206729_at,242.6,340.9,230.4,388.2,279,211,128.7,430.7
206738_at,166.1,181.9,166.2,163.2,179,244.4,286.5,228.4
206744_s_at,117.7,50.7,36.8,59.6,85.7,38.4,177.5,112
206752_s_at,269.4,228,318.2,267.5,171.4,213.3,137.2,84.9
206757_at,44.6,33.9,74.7,37.9,46.3,9.8,7.2,95.2
206761_at,875.9,387.1,491.3,540.8,150.9,227.4,1133.9,124.4
206763_at,162.4,204.8,160.8,177,204.3,272.5,49.6,184.9
206766_at,310.2,265,197.6,279.6,299.7,296.6,388.1,437.3
206770_s_at,355.3,287.9,235.9,275.1,249.8,108.6,550.5,106.2
206773_at,70.7,23.9,64.1,83.7,86.9,35,73.9,152.8
206777_s_at,287.7,192.5,297.3,256.9,159.2,179.5,284.9,269.3
206783_at,539.7,402,332.8,328,489.7,513,439,341.5
206785_s_at,584.7,1243.8,665.6,510.3,254.4,178.1,328.5,100.2
206789_s_at,442.8,346.6,286.8,337.3,226.9,594.1,186.6,206.7
206790_s_at,2967.8,2479.5,2320.3,2532.3,2901.6,2574.8,10130,2118.1
206800_at,358.1,108.3,64.4,43.1,140.6,79.1,69.1,94.6
206804_at,379.3,717.7,775.4,685.9,765.1,368.4,297.8,543
206828_at,801.6,410,994.2,735,177.6,229.9,220.9,163.7
206830_at,72.6,31.8,39,93,39.1,61,275,88
206833_s_at,389.4,373.3,322.3,299,257,209,542.5,255.1
206834_at,1146.2,300,851.4,795.3,867.7,1596.2,1171.6,3357
206840_at,137.7,44.7,75.6,76.7,118.6,52.2,139.1,14.1
206846_s_at,880.8,694.1,699.3,687.3,608.5,646.1,548.3,455.7
206854_s_at,484.8,494.9,641.9,583.9,542.1,336.3,243.8,280.2
206855_s_at,256,205.2,257.6,290.1,270.2,233.2,303.1,675.9
206857_s_at,135.1,136.8,139.7,109.1,281.3,221.3,742.1,272.2
206861_s_at,1038.6,1019.2,1038.2,960.5,1039.8,781.2,1162.6,1074.5
206862_at,72.1,111.1,68.4,73.1,51.5,77,18.7,95
206900_x_at,288,177.9,205.3,165.6,153.5,213.2,310.8,306.9
206914_at,251,428.7,345,319.8,139.2,51.8,510.2,70.8
206918_s_at,768.1,1159.9,1225.4,1035.7,662.4,594.5,59.6,760.2
206925_at,300.1,415.5,222.9,287.3,132.1,151.5,187.5,320.9
206937_at,62.4,44.1,95.5,83.1,89.9,57.9,407.2,12.6
206949_s_at,589.5,475.8,446.9,452.2,358.6,401.5,380.6,445.8
206968_s_at,392.9,300.4,399,379.1,207.6,259.4,365.3,226.5
206976_s_at,1486.3,1418,1155.7,869.2,501.5,571.5,1273.7,348.6
206978_at,1973.8,1991,1814.8,2485.4,1519.2,2464.7,462.4,2493.1
206983_at,163,142.8,141.3,234.9,148,81.4,288.9,140.5
206989_s_at,577.3,899.7,711.6,718.4,797.9,966.8,357.3,577.6
206991_s_at,1037.2,963.7,449.2,857.8,599.5,611.6,350.1,439
206995_x_at,94.8,83.6,62.5,122.6,107.7,59.2,356.6,207.2
207002_s_at,168.3,240.7,241.4,244.6,257.8,159.4,435.6,71
207008_at,317.5,304.5,447.6,268.5,303.7,751,618.4,1779.2
207034_s_at,56.3,57.4,70.8,122.9,19.8,140.9,10.4,107.4
207038_at,306.2,294.9,248.1,246.1,182.2,319.8,590.6,229.8
207041_at,204.5,130.7,54.8,126.4,135.8,153.1,321.8,104.8
207064_s_at,209.9,103.2,152.6,164.6,190.1,34.3,234.4,249.5
207071_s_at,581.5,214.4,230.8,272.1,288.5,134.4,307.9,246.8
207072_at,1952.5,1500.3,1109.9,1034.5,503.7,567.3,917.6,2805.3
207076_s_at,228.6,242.9,117.9,164.4,231.8,210.5,288.4,100.3
207079_s_at,505.6,526,468.4,587.8,369.5,244.4,131.3,116.8
207096_at,227.1,216.1,239.9,222.2,240.9,354.9,174.1,166
207105_s_at,168.9,87.6,149.7,141.8,142.8,223,383.8,79.9
207111_at,827.5,429.1,461.3,511.1,941.1,598.9,839.6,1871.2
207117_at,172.6,85.4,118.2,85.2,88.8,118,120.7,105.4
207121_s_at,622.6,703.7,475.3,671.4,544.4,522.5,2755.2,76.7
207122_x_at,811.4,829.2,1045.1,1053.3,1274.2,1410.8,693.5,1638
207124_s_at,106.3,171.4,103.6,62.6,11.9,84.4,58.6,12.5
207125_at,62,57.2,80.8,88.7,24.4,50.8,66.2,97.3
207126_x_at,169.3,74.9,126.1,159.8,176,245.8,350.8,235.9
207135_at,117.3,110.5,136.1,154.9,179.2,46.8,200.1,212.3
207152_at,201.4,181.7,216.1,233.7,281,190.7,558.2,9.9
207157_s_at,2182.4,3457.5,2754.2,2341.5,3325.8,4010.4,7422.7,4866.5
207158_at,232.7,135.2,173.8,180.5,293.7,225.7,342.7,378.6
207163_s_at,714.7,774.6,622,630.9,535.3,453.1,41.5,379
207168_s_at,3835.9,4634,5240.5,5081.2,5397.2,4661.4,5658.2,2931
207176_s_at,586.3,228.5,211.9,270.2,310,284.2,620.1,306.7
207181_s_at,476.7,769.3,500.1,549.5,431.7,465.4,1058.5,374.8
207184_at,428.4,238.1,222.5,231.2,294.2,303,155.3,338.3
207195_at,90.4,36.9,58.9,43.3,57.5,77.1,249.9,110.8
207196_s_at,1218.4,838.9,1047.4,1138.7,1230.9,1184.7,732.8,1311.5
207198_s_at,349.8,838.5,520.2,578.8,1020.7,1044.8,360.1,745.6
207202_s_at,215.4,129.2,129.5,146,53.9,33.8,229.2,90.2
207206_s_at,241.5,180.3,219.3,172.2,347,464.6,659,401.3
207207_at,95.3,50.1,124.9,112.4,138.8,73.1,340.5,163.8
207224_s_at,630.3,572.3,555.1,439.3,377.2,379.9,669.9,225.3
207227_x_at,456.8,13.7,171,234.9,315.2,203.5,563,415.2
207229_at,213.5,116.5,60.6,88.8,6,1.9,4.9,57.2
207234_at,157,69.2,74.8,106.1,170.1,119.4,184,156.4
207243_s_at,8235.2,8755.4,8661.6,7406.7,8756.8,11289.4,8792.3,9343.5
207269_at,226.7,235.6,185.8,182.7,7152.4,4371.1,4357.7,5717.9
207273_at,50.1,41.1,36.5,44.3,20.7,144.1,128.8,94.1
207275_s_at,348.4,577.3,605.9,389.6,679.7,1823.3,269.8,5384.6
207300_s_at,146.9,236.7,300.5,327.8,294.2,277.1,190.1,375.3
207303_at,184.5,157.7,127.4,260.7,267,162.5,476.4,228.2
207304_at,106.4,116.6,169,135.9,19.8,46.5,22.3,88.7
207308_at,73.6,41.5,45.1,67.3,82.4,74.6,77.3,76
207314_x_at,401.5,325.8,183.5,205,148.2,186.6,221.9,147.1
207315_at,194.8,161.6,115.6,158.7,199.3,162.4,999,134.5
207318_s_at,1054,680.7,685.4,466.9,550,617.2,895.7,713.7
207323_s_at,365.8,147.6,261.9,170.5,252.2,308.7,410.1,235.1
207330_at,144.8,38.6,68.9,101.5,182.7,244.9,351.1,57.7
207338_s_at,434.3,461.3,527.9,539.5,274.6,178.6,205.6,225.9
207339_s_at,2381.6,3066.1,3281.6,3573.6,2304.6,1581.4,831.8,1619.4
207347_at,161.9,165.5,185.4,205.8,193.3,29.2,592.1,206.7
207348_s_at,279.6,137.1,152.4,130.8,17.3,248.5,224.4,131.5
207350_s_at,271.8,276.8,275,299.1,222.6,157.2,37.3,211.4
207351_s_at,1058.7,448.8,352.2,429.4,424.7,555.6,666.5,505
207363_at,63.1,57.8,78.6,49.7,37.5,131.9,137.4,74.2
207375_s_at,287,364.5,304.4,420.9,258.3,301.4,336.1,413.7
207389_at,273.6,228.9,212,260.3,680.2,1051.5,1094.7,533
207391_s_at,653,452.3,435.4,462.2,439,531,259.3,481.8
207394_at,255.5,141.5,220.5,181.8,106.9,103.3,451.6,116
207403_at,175.3,138.7,141.6,142.9,193.9,157.8,384.6,115.5
207405_s_at,477.9,497.2,472.1,497.1,273.8,229.9,530.5,126.8
207408_at,438.4,249.7,215.4,206.2,322.3,299.5,619.6,187.4
207413_s_at,322.2,426,201,288.8,297.4,545.7,722.9,317.6
207419_s_at,980.9,1972.2,2217.1,2157.1,851.6,1035.3,262.9,1117.3
207438_s_at,671.6,475.2,601.2,527.5,428.5,635.9,1158.3,934.3
207445_s_at,237.9,213.6,130.9,205.3,171.8,191.1,34.9,156.1
207446_at,220.3,221.6,200.3,220.2,176.3,358.4,94.4,342.1
207505_at,326.7,115.5,137.1,143.4,180.4,329.8,373.2,225.6
207507_s_at,2616.3,2468.9,2694.8,2622.2,3046.8,2595.4,1538.2,1625
207509_s_at,3525.7,1225.5,327.9,613.2,673.8,641.7,496.5,416.4
207513_s_at,505.6,439.7,389.7,504.7,203.6,139.7,785.8,174.3
207515_s_at,171.9,193.1,234.1,356.7,257.6,285,46.6,277.5
207522_s_at,480.2,597.1,684.2,471.7,670.2,739,50,580.6
207524_at,348.5,161.1,165.2,224.4,328.9,224.1,846.8,168.1
207525_s_at,685.7,391,283.8,304.6,586.4,454.4,421.1,305.5
207541_s_at,376.3,403.5,363.6,368,285.4,291.2,350.6,328.5
207543_s_at,803.1,496.3,539.5,695.4,665.3,458.7,445.3,233.7
207545_s_at,318.6,195.3,203,332.5,205.2,267.7,373.7,318.6
207551_s_at,1077.7,1291.4,1613,1844.8,914.9,1051.5,206,1285.7
207558_s_at,36.5,27.1,23.1,37,41,18.7,167,42.3
207559_s_at,813.3,354.6,471.1,393.5,353.2,234.9,845,292.7
207563_s_at,1269.9,1439.4,1709.3,1365,578,411.1,346.6,536.7
207565_s_at,191.9,215.1,186.6,165.9,92.9,174.3,46.6,134.9
207568_at,200.7,105.1,102.1,173,167.1,153.9,340.8,328.3
207574_s_at,890.5,725.1,661,670.6,1110.8,812.7,2773.8,1271.1
207585_s_at,2975,3549.5,3527.3,3102,4390.2,3580.3,5133.1,3477.8
207601_at,373.4,320.9,324.6,272.4,340.2,469.7,544,820.2
207610_s_at,512.2,357.5,473.5,426.5,660.8,520.1,661.8,1372.2
207614_s_at,642.5,1097.2,778.4,805.4,525.4,527,40.7,598.5
207624_s_at,189.6,163.3,143.3,195.8,119.8,65.3,316.2,113.5
207625_s_at,468.5,425.5,446.1,418.4,362.8,221.7,444.7,483.9
207627_s_at,389.5,391.4,427.7,434.9,155.1,222.4,338.8,107.6
207630_s_at,297,386.1,344.8,367.6,347.4,235.7,106.6,366.6
207633_s_at,58.8,63.6,70.4,63.6,90.2,83.1,143.9,77.4
207643_s_at,688.9,1060.8,938.2,831.9,746.2,1396.2,654.9,1669.7
207651_at,542.8,541.9,674.1,1164,244.3,328.8,214,239
207655_s_at,446.2,856,778,636.7,621.3,399.1,697,160.9
207665_at,132,64.4,105.7,104,109.5,73,218.8,165.6
207674_at,115.6,168.9,256.1,287.9,250.1,205.3,116.5,590.8
207684_at,239.3,154.9,189.6,209.2,221.8,380.7,334.9,253.8
207688_s_at,193.9,267.2,85.8,76.6,202.6,288.6,564.7,183.5
207706_at,95.3,35.7,37.3,50.1,57.1,62.5,17.4,79.5
207712_at,60.7,36.7,43.4,38.4,35.7,59.8,5.3,26.5
207723_s_at,1228.3,362.8,424.8,308.5,109.4,180.9,54.2,230.7
207725_at,173.3,91.6,111.2,138.8,143.7,115.9,284.9,113.8
207738_s_at,134.2,101.2,60.9,107.5,122.8,77.9,585.5,61.1
207740_s_at,157.9,223,325.7,394.5,162.6,178,8.5,197.5
207753_at,208.8,134.9,212,190.5,103.8,17,326.7,10.7
207760_s_at,1033.4,916.9,923.7,889.1,875,1014.8,441.8,995.8
207767_s_at,472.4,259.4,196.2,184.9,417.3,561.1,581.8,215.7
207769_s_at,278.5,430.5,400.4,397,363.3,372.8,301.6,512.2
207777_s_at,295.4,485.4,376.6,388,313.9,474.6,19.7,401.6
207780_at,107.8,66.6,70.1,131,82.7,74.4,36,93.6
207785_s_at,786.2,701.4,875,1027.4,647.8,465.4,207.4,542.4
207793_s_at,63.9,106.4,154.5,154.5,12.2,20.6,54,174.1
207795_s_at,2324.6,1962.3,1023.2,820.6,593.4,587.4,469.1,397.1
207805_s_at,939.5,1063.2,1045,1125.1,982.4,991.6,823.3,945.9
207808_s_at,62.5,53.4,66.8,67.9,203.8,258.4,418.7,196.1
207815_at,412.4,622.1,93.5,139.2,1611.3,1816.5,3266.4,362
207820_at,218.7,59.7,67.1,105,77.5,130.7,59.3,209.2
207821_s_at,197.8,196.5,231.7,181,211.2,116,428.7,141.3
207830_s_at,1212.4,862.7,726.3,838.2,368,449.9,1012.8,421.5
207840_at,1397,687,532.8,559.1,545.9,548.9,479.2,36.8
207845_s_at,190.5,250.7,210.6,208.7,195.1,130.9,280.8,16.9
207857_at,450.9,890,1059.7,1165,1448.9,1635.2,5383.2,4390.1
207867_at,93.9,44.8,77.9,74.9,56.2,3.4,133.5,98.2
207868_at,323.3,369.8,338.6,342.4,326.4,370,451.1,244.9
207872_s_at,240.6,282.9,298,291.5,308.5,322.9,276.3,338.1
207892_at,338,132.7,237.8,249.3,32.1,139.8,420.4,97.6
207908_at,299.1,150.4,160.5,237.5,248.3,164.2,200,220.1
207919_at,455,175.9,199.4,245.3,352.6,169.9,233.5,298.6
207922_s_at,1346,1148.3,1196.2,1362.4,730.1,600.4,302,815.5
207929_at,330.9,120.2,99.6,151.7,195.2,374.1,641.2,227.1
207936_x_at,333,158.4,204.8,205.7,422.6,281,837.3,676.6
207938_at,141.5,125.6,124.5,161.3,103.5,118.6,311,114.2
207945_s_at,541.1,323.7,433,428.5,380.9,498.5,67.5,536.3
207963_at,203.6,152,154.7,146.7,79,174.1,70.3,74.1
207972_at,104.5,26,37.3,94.9,44.2,46.5,117,92.5
207974_s_at,2106.7,2436.1,2410.3,2258.2,3010.1,3055,936.6,1407.9
207981_s_at,39.9,58.9,66.3,110.7,89.8,110.1,320.3,21.5
207992_s_at,682.4,485.7,673.9,825.4,659.3,410.1,998.4,560.2
208002_s_at,166.7,213.7,268.3,184.9,289.1,271.3,575.5,84.1
208012_x_at,1261.8,2411,1629,1212,1591.2,2609.7,1783.5,2005.8
208018_s_at,1285.8,2316.4,2304.1,2501.8,2539.3,2967.4,365.6,5938.8
208021_s_at,437.3,437,505,535.4,366,300.1,283.2,245.3
208024_s_at,218.5,448.6,522.2,441.8,421.7,537.5,388.7,377.3
208030_s_at,764.1,775.7,778.7,699.1,500.2,638.3,1123.1,510.6
208035_at,206.1,212.1,159,158.3,136.4,152.2,366.9,159
208039_at,124.4,123.2,137.9,110.7,139.1,71,53.1,208.9
208048_at,84.2,9.5,95.4,73.2,78.4,176.7,418.2,180.3
208056_s_at,374.3,264.3,346.1,369.4,525.3,375.2,604.9,415.8
208066_s_at,935.5,1027.3,870.5,1194.8,720.4,643.7,1183.4,669.4
208070_s_at,515.1,472.6,507.5,458.2,199.7,149,506.5,145.1
208072_s_at,1127.2,530.8,761,701.2,488.7,557.4,1098.1,843.3
208074_s_at,856.2,1049.6,1295.9,1096.8,1632.2,1802.1,364.5,1079.3
208075_s_at,93,83.1,118.6,108.7,67.2,29.8,452.2,55.1
208076_at,191.4,100.1,104.8,169.6,200.2,82.8,192.7,127.8
208082_x_at,694.5,674.3,746,542.3,1134.8,1278.6,542.9,965.2
208093_s_at,784.6,831.7,766.3,902.6,724.1,577.5,1081.5,795.5
208095_s_at,913.9,1026.4,954.6,824.2,1078,955.7,282,347.8
208097_s_at,407.4,1322.7,985.8,1082.1,277.1,405.7,287.6,511.3
208113_x_at,5998.2,5838.5,6990.8,6514.4,7475,8596.1,9626.2,6844.2
208121_s_at,134.4,427.6,224.7,212.9,140,131.9,406.3,233.2
208124_s_at,169.7,125.3,120.4,149.9,184.1,228.5,111.7,203.7
208132_x_at,377.3,268,316.5,220.8,392.6,435.9,204.7,441.8
208138_at,193.9,151.2,115.1,172.7,186.9,193.3,162.2,187.8
208146_s_at,1105.1,1282.8,2176.2,2843.2,1979.1,1935.3,668.3,1219.2
208152_s_at,2281.8,2035.3,1784.9,2008.1,2172.8,1971.4,2398.1,1126.4
208174_x_at,711.1,956.6,955.8,981.2,532.9,560.5,553.8,539.8
208179_x_at,486.6,402.1,370.7,305.2,257.6,137.8,404.1,246.6
208181_at,44.3,51.8,39.1,75.5,3.3,35.9,115,31.3
208195_at,321.3,228.8,408.8,386.9,114.3,218.7,176.6,232.9
208198_x_at,669.3,523.5,344.6,378.1,171.9,438.8,623.8,308
208217_at,185.7,83.3,140.3,210,138.9,171.5,385.4,196.3
208223_s_at,44.6,49.7,57,94,48.5,68.3,199.1,66.3
208249_s_at,573.8,493.2,508.8,508.1,319.3,404.9,289.6,260.5
208253_at,144,17.4,71.1,134.5,145.1,193.5,29.9,107.9
208270_s_at,1150.1,1051.2,959.7,1080.9,1045.3,1540.8,128.6,1291.9
208292_at,195.2,107.6,153.4,173.7,215.1,26.1,431.4,189.1
208302_at,97,82.7,60.2,80.5,111,56.9,346.1,38.6
208306_x_at,7781.3,10991.5,13655,10503.3,16373,17055.3,1191.5,12037.4
208310_s_at,457.1,601.4,565.4,562.3,218.2,433.8,258.8,458.3
208313_s_at,2734.7,1601.4,1883.2,1711.3,1875.4,1795,253.3,1543.2
208314_at,166.8,119.9,145.8,196.8,173.8,145.7,77.1,107.4
208319_s_at,1078.7,1364.7,1628.1,1612,1742.5,1060.8,369.6,559.7
208369_s_at,320.6,222.1,231.1,275.8,155.6,223,237.2,126.4
208374_s_at,3586.9,4355.3,4359.7,3799.5,5177.1,4954.7,11697,4702.4
208382_s_at,174.1,58.4,85.8,145.7,77.2,33,193,110.1
208394_x_at,157.2,80.1,113.4,74.9,116.3,206,10.4,192.7
208398_s_at,602.8,632.1,546.4,689,441,537.1,2353.5,318.6
208402_at,231.1,121.9,104.5,63.5,19,126.9,359.6,121.1
208410_x_at,167.9,93.2,105.5,107.2,212.3,163.5,36.5,167.5
208421_at,139.9,70.3,77.7,113.2,111.7,136,125.5,113.3
208426_x_at,340.7,200,180,183,131,198.1,78.8,258.3
208436_s_at,816.8,2282.8,1272,1038.8,1034.7,1387.3,667.8,1586.9
208441_at,106.6,72.4,137.3,115.1,126.8,146.3,134,182.2
208445_s_at,424.2,408.6,361.7,390.6,273.2,384.4,182.8,192
208447_s_at,534,608.3,686.8,639.4,274.4,251.8,278.6,294.5
208448_x_at,169.2,109.1,92.1,164.6,134.6,73.5,118.6,100.2
208450_at,575.2,1406.9,2113.2,1408.7,603.1,458.2,23.2,213.9
208453_s_at,479.5,520.7,554,530.2,306,423.7,26.4,279.5
208472_at,168.2,97.7,192.2,112.8,123.7,209.9,327.9,119.6
208486_at,410.8,225.1,141.7,254.8,348.7,189.6,539.3,325
208498_s_at,271.7,206.8,251.2,262.7,105.5,19.7,473.3,216.7
208540_x_at,2318.1,1648.9,1688.9,1908.3,2379.2,3454.5,943,3549.2
208578_at,531.2,170.4,211.7,203.9,258.8,99.3,864.1,349.1
208588_at,336,151.2,317.8,258,312.5,161.5,270.4,255.2
208591_s_at,503.1,297.9,492.7,485.6,228.8,151.7,531.7,247.5
208594_x_at,948.5,1033.4,1247.6,1239.3,1041.1,1463.1,412.7,1197.6
208598_s_at,1828.4,1252.9,1641.3,1520,1096.1,946.4,998.7,1178
208601_s_at,607.5,256.4,418.9,617.7,508.9,978.6,316.6,134.8
208611_s_at,987.2,657.7,800.7,752.5,575.4,402.2,243.1,548.9
208612_at,1306.8,2578.7,2184.9,1531.4,995.7,1382,459.4,947.8
208616_s_at,5908.7,6370.2,5759.1,5461.4,8145.2,7366.9,11627.2,4911.4
208619_at,1016.9,686.8,745.7,741.5,792.4,713.6,349.1,745.3
208620_at,3696.2,3997.7,4399.1,4514.5,3471.8,3868.7,639.1,4472.3
208623_s_at,972,1289.6,1191.2,1296.8,1356.7,995.3,200.9,1176.4
208624_s_at,322.4,307.7,256.7,255.3,306.3,303.3,239,248.1
208628_s_at,2925.1,5170.9,5593.3,5331,6885.9,7154.1,2924.6,6405.3
208631_s_at,995.8,1049.6,1318.1,1222.5,1006,963.2,416.7,885.9
208634_s_at,3054.3,2432.4,2100.4,2515.6,1039.6,1053,1792.6,1558.2
208636_at,1247.7,983.7,2236.6,1703.2,2568.9,1956.1,6422.8,2431.9
208638_at,1463,1255.6,957.2,765.2,1234.1,1122.7,1217.3,530.1
208640_at,3145.4,2656.6,2506.4,2534.1,2733.2,2891.7,4059.2,2210.2
208642_s_at,2331.8,2148.8,2391.4,2512.1,2635.5,2666.5,4136.4,2982.5
208644_at,727.9,799.6,868.9,813.2,704.4,475.6,645.7,449.3
208645_s_at,14614,14667,13642.5,10688.9,22300.4,30121.6,2059.8,26390.4
208649_s_at,1076.9,1285.8,1235.2,1372.3,1360.5,1014,580,1005.6
208652_at,1855.9,1917.6,1562.5,1682.4,1389.6,1601,1488.6,1244
208654_s_at,3005.8,3332.2,2609.8,2466.1,1099.9,1152.4,735.3,1013.8
208655_at,4560.1,3909.3,4611.8,4049.1,5870.8,5964.3,4034.8,3974.8
208658_at,319.3,467.6,373.3,316,622,600.3,513.4,352.6
208659_at,2806.7,4716.7,3978.3,3581.4,6031.6,7254.1,441.6,6908
208662_s_at,524.1,445.8,576.9,597.9,1116.9,772.1,426.8,400.2
208666_s_at,462.3,407,469.9,525.8,265,95.7,224.1,131.7
208668_x_at,4970.4,4669.6,5352.7,4848.9,7559.5,7547.1,5608.7,5014.6
208669_s_at,1427.2,1520.4,1527.8,1341.2,701.1,710.1,518.7,611.5
208673_s_at,693.8,679.9,726,767.4,473.4,363,207.2,421.5
208675_s_at,2054.6,2741.5,2588.7,2493.2,3109.4,2222.6,678,1507.8
208678_at,820.6,990,916.4,1009.2,965.6,1187.5,668.9,1269.7
208680_at,1912,3114.5,2312.8,2457.7,2029.1,2370.3,817.9,3779.6
208682_s_at,264.9,354.4,395.8,353.3,408.4,193,195.6,262.1
208683_at,4208.4,5244.3,4451.3,4134.3,4353,4642,1614.5,4503
208684_at,945.9,1501.3,1391.7,1283.9,961.1,1019.2,118.7,1017.5
208689_s_at,1565.6,1872.7,1961.1,2216.5,1975.2,1738.1,492,1670.1
208691_at,1438.3,1827.7,1291.9,1057.1,1099,736.4,7074,862.6
208692_at,16939.1,14429.3,15279.1,12878,23871.3,30932.9,2970.9,19319.2
208694_at,360.2,493.5,613.3,669.9,339.2,219.9,202.1,287.2
208695_s_at,16486.4,13964.5,12635.4,10050.7,26232.7,41610.2,147044.3,25660.9
208697_s_at,7008.2,5344.9,6945.8,6153.7,7414.7,7752.1,2991,5866.7
208700_s_at,2210.3,2483,3933.9,3267.3,7133.5,6363.1,650.6,6644.4
208703_s_at,1389.1,1590.7,1994.4,1908.4,1262.7,1498.9,68.2,1766.9
208706_s_at,1301.5,1276.3,1664.3,1459.4,1058.2,1114.8,1080.2,1066.8
208709_s_at,916.4,1181.9,1159.2,1061.3,1450.7,1434,1466.2,2520.7
208714_at,749.7,1167.5,1204.9,1106,1541,960.9,118.9,926.1
208717_at,1769.3,1254.6,1822.3,1818.8,1131,1076.8,953.2,1180.1
208718_at,9236,7414.2,7576.7,6282.3,7955.1,9191.9,42376.5,7752.4
208720_s_at,1746.1,3318.2,3760.4,3852.4,1796.4,1708.9,1497.5,3623.6
208721_s_at,350.9,442,475.4,577.3,199.6,238.7,496.4,193.8
208723_at,564.4,617.2,702.4,740.9,372.4,372.3,189.7,245.7
208724_s_at,3434.4,4541.2,4078.4,3559.6,3836.7,5533.4,3654.7,4032.5
208726_s_at,1956.9,1825.4,1649.3,1717.1,1539.4,1598.5,792.1,1577
208728_s_at,815.6,1731.7,1316.2,1049.1,1919,2053.2,1283.4,1963.4
208732_at,528.9,525.9,546.3,631.2,481.5,532.1,660.9,439.1
208736_at,2636.6,3950.2,3796.3,3117.3,4215.4,4066.7,819,4306.1
208737_at,1605.2,2929,2314.5,2295.7,3431.9,3115.4,1596.3,2890.7
208742_s_at,1700.8,2444.7,2183.5,2031.4,2214,2076.4,1517.7,1942.6
208743_s_at,1189.4,1816.6,1664.7,1593.8,2079.1,2421.5,629.6,1049.7
208745_at,807.4,792.3,659.7,910.2,609.8,674,1041.9,579.9
208754_s_at,1165.9,948.1,1413.2,1284.7,900.9,701.3,698.6,381.9
208756_at,1323.6,1598,1852.9,1704.7,1886.1,1794.8,510.1,1195
208758_at,1110,737.9,870.9,925.9,817.2,874.4,749.7,666.8
208761_s_at,836.3,1314.3,1230.5,1157.4,730.8,701.3,583.3,897
208764_s_at,2301,3569,3992.7,3156.9,4695.5,4405.8,353,3754.5
208766_s_at,3194.3,2847.1,2889,2842.4,2198.3,1711.1,3929.2,1143.9
208768_x_at,9873.4,7825.4,11381.8,8771.5,13842,13922.3,21645.1,9968.2
208770_s_at,796.9,1025.7,961.3,762.6,1281.7,1140.8,607.1,769.7
208771_s_at,3040.7,2389.9,3625.6,4475.2,6485.4,5219.7,2326.3,13291.6
208775_at,3680.9,3196,3341,3292.5,2235.9,2039,2639.5,1290.7
208777_s_at,440.6,691.5,665.4,977.5,711.7,765.3,233.7,606.1
208780_x_at,2528.1,2787.8,2304.5,2922.6,3419,4078.3,16568.4,3376.9
208783_s_at,2185.9,1967.8,1857.4,1875.4,1225,856.9,1327.1,2699
208785_s_at,1145.4,1168.7,1077.8,1010.8,726.7,847.2,891.7,1206.4
208787_at,1201.3,1202.1,1423.4,1371.9,969.8,1013.4,1909.9,788
208788_at,3464.5,2232.1,2647.7,2690.2,2808,2593.1,5679.3,2463.3
208792_s_at,483,550,402.4,544.2,1785.1,2246.6,374.1,1189.5
208794_s_at,495.9,578.9,506.7,469.1,723.8,758.1,1275,649.8
208796_s_at,1951.1,1316.9,1206.3,1427.6,1175.4,931.6,3473.9,964.6
208801_at,1787.7,1987.6,2016.5,2008.3,1632.8,1165.8,3716.4,817.4
208804_s_at,1607.3,1563.7,2389.6,1867.5,2105.9,1721.1,1868.7,1460.2
208807_s_at,631.5,512.7,684.6,754.1,327,481.6,26.8,488
208811_s_at,597.5,744.1,856.8,837.7,366,702.2,264.2,707
208818_s_at,868.7,797.8,890,1016,962.9,966.1,563.1,498.9
208819_at,465,1743.6,1449,1618.5,1911.3,2265.5,534.1,2957.6
208821_at,1189.5,1667.1,1335.8,1221.4,1268.9,1005.8,766.6,1196.6
208822_s_at,816.6,825.3,756.5,1228.1,376.3,644.6,1221.6,437.2
208825_x_at,20393,16808.1,15511.6,13038.2,32299.9,48059,110822.5,34311
208828_at,870.7,877.8,899.1,951.1,811.3,634.9,379.6,379.8
208829_at,2496.9,2807.1,3321.1,2422.6,2032.4,2884.2,876,3928.9
208830_s_at,365.6,332.4,317.4,302.2,365.1,350.7,128.5,470.1
208833_s_at,2347.9,2048.4,2679.8,2261.8,2872.1,1762,2178.6,1512.9
208835_s_at,740.4,1037.7,1226.5,1098.8,1421.9,1354.3,1197.7,782.7
208836_at,1682.5,1776.7,2088.3,2420,2394.9,2910.9,2873.4,2977.6
208837_at,412.3,591.9,573,556,713.4,548.5,160.3,577.4
208841_s_at,1522.6,1340.9,1602.7,1797.7,1044.6,577,1326.8,502.6
208845_at,3993.4,3037.8,2871.1,2818,4003.1,3928.3,26966.3,2884
208848_at,705.1,639.6,605.4,690.5,345.3,223.1,245.6,237
208852_s_at,1029.7,1391.6,1709.6,1449,669.7,638.9,393,586
208855_s_at,3887.6,3545.6,2672.2,3093.9,3912.7,3878.2,9499.2,2970
208861_s_at,1502.5,1262.8,1243.9,1286.3,780.8,766.7,2342.6,547.1
208863_s_at,1007.8,1019.6,1113.4,1229.1,805.6,869.4,90.1,621.3
