ID,GB_ACC,Gene Symbol
207405_s_at,NM_002873,RAD17
207406_at,NM_000780,CYP7A1
207408_at,NM_004803,SLC22A14
207409_at,NM_002302,LECT2
207412_x_at,NM_001808,CELP
207413_s_at,NM_000335,SCN5A
207414_s_at,NM_002570,LOC100507472 /// PCSK6
207415_at,NM_007366,PLA2R1
207417_s_at,NM_003451,ZNF177 /// ZNF559-ZNF177
207419_s_at,NM_002872,RAC2
207420_at,NM_006438,COLEC10
207421_at,NM_001739,CA5A
207423_s_at,AF029899,ADAM20
207424_at,NM_005593,MYF5
207426_s_at,NM_003326,TNFSF4
207427_at,NM_001097,ACR
207429_at,NM_003058,SLC22A2
207433_at,NM_000572,IL10
207434_s_at,NM_021603,FXYD2 /// FXYD6-FXYD2
207438_s_at,NM_005701,SNUPN
207441_at,NM_006685,SMR3B
207442_at,NM_000759,CSF3
207443_at,AF220532,NR2E1
207444_at,NM_004256,SLC22A13
207445_s_at,AF145439,CCR9
207446_at,NM_006068,TLR6
207447_s_at,NM_013244,MGAT4C
207450_s_at,NM_007252,POU6F2
207451_at,NM_014360,NKX2-8
207452_s_at,NM_014361,CNTN5
207454_at,NM_000831,GRIK3
207455_at,NM_002563,P2RY1
207456_at,NM_004133,HNF4G
207457_s_at,NM_021246,LY6G6D /// LY6G6F
207460_at,NM_005317,GZMM
207462_at,NM_002063,GLRA2
207463_x_at,NM_002771,PRSS3
207466_at,NM_015973,GAL
207468_s_at,NM_003015,SFRP5
207469_s_at,NM_003662,PIR
207473_at,NM_002418,MLN
207475_at,NM_000134,FABP2
207480_s_at,NM_020149,MEIS2
207482_at,NM_014477,TP53TG5
207484_s_at,NM_025256,EHMT2
207494_s_at,NM_003427,ZNF76
207495_at,NM_004249,RAB28
207497_s_at,D10583,MS4A2
207498_s_at,NM_000106,CYP2D6 /// CYP2D7P /// LOC101929829
207500_at,NM_004347,CASP5
207501_s_at,NM_004113,FGF12
207502_at,NM_007102,GUCA2B
207503_at,NM_004610,TCP10
207504_at,NM_005182,CA7
207505_at,NM_006259,PRKG2
207506_at,NM_006541,GLRX3
207507_s_at,NM_001689,ATP5G3
207509_s_at,NM_002288,LAIR2
207510_at,NM_000710,BDKRB1
207513_s_at,NM_003452,ZNF189
207515_s_at,NM_004875,POLR1C
207516_at,NM_000750,CHRNB4
207518_at,NM_003647,DGKE
207519_at,NM_001045,SLC6A4
207522_s_at,NM_005173,ATP2A3
207523_at,NM_006781,C6orf10
207524_at,NM_021908,MIR6132 /// ST7 /// ST7-OT3
207525_s_at,NM_005716,GIPC1
207526_s_at,NM_003856,IL1RL1
207527_at,NM_004983,KCNJ9
207529_at,NM_021010,DEFA5
207530_s_at,NM_004936,CDKN2B
207531_at,NM_020989,CRYGC
207532_at,NM_006891,CRYGD
207533_at,NM_002981,CCL1
207534_at,NM_002363,MAGEB1
207535_s_at,NM_002502,NFKB2
207536_s_at,NM_001561,TNFRSF9
207537_at,NM_002625,PFKFB1
207539_s_at,NM_000589,IL4
207541_s_at,NM_002685,EXOSC10
207543_s_at,NM_000917,P4HA1
207545_s_at,NM_003744,LOC101928143 /// LOC101930388 /// NUMB
207546_at,NM_000705,ATP4B
207551_s_at,NM_006800,MSL3
207553_at,NM_000912,OPRK1
207555_s_at,U27325,TBXA2R
207557_s_at,NM_001035,RYR2
207558_s_at,NM_000325,PITX2
207559_s_at,NM_005096,ZMYM3
207560_at,U62966,SLC28A1
207561_s_at,NM_020322,ABCB8 /// ASIC3
207562_at,NM_001347,DGKQ
207563_s_at,U77413,OGT
207565_s_at,NM_001531,MR1
207567_at,NM_003984,SLC13A2
207568_at,NM_004198,CHRNA6
207569_at,NM_002944,ROS1
207570_at,NM_000451,SHOX
207574_s_at,NM_015675,GADD45B
207575_at,NM_018652,GOLGA6A
207576_x_at,NM_000915,OXT
207577_at,AJ131724,HTR4
207579_at,NM_002365,MAGEB3
207581_s_at,NM_002367,MAGEB4
207582_at,NM_006222,PIN1P1
207583_at,NM_005164,ABCD2
207584_at,NM_005577,LPA
207585_s_at,NM_001001,RPL36AL
207586_at,NM_000193,SHH
207587_at,NM_014617,CRYGA
207588_at,NM_003871,
207589_at,NM_000679,ADRA1B
207592_s_at,NM_001194,HCN2
207593_at,NM_022169,ABCG4
207595_s_at,NM_006132,BMP1
207597_at,NM_014237,ADAM18
207598_x_at,NM_005431,XRCC2
207599_at,NM_004771,MMP20
207600_at,NM_004977,KCNC3
207601_at,NM_014465,SULT1B1
207602_at,NM_004262,TMPRSS11D
207605_x_at,NM_024498,ZNF117
207607_at,NM_005170,ASCL2
207609_s_at,AF182274,CYP1A2
207610_s_at,NM_013447,EMR2
207611_at,NM_003519,HIST1H2BL
207612_at,NM_003393,WNT8B
207614_s_at,NM_003592,CUL1
207615_s_at,NM_001214,C16orf3
207618_s_at,NM_004328,BCS1L
207619_at,NM_001525,HCRTR1
207621_s_at,NM_007169,PEMT
207624_s_at,NM_000328,RPGR
207625_s_at,NM_005093,CBFA2T2
207626_s_at,NM_003046,SLC7A2
207627_s_at,NM_005653,TFCP2
207628_s_at,NM_017528,WBSCR22
207629_s_at,NM_004723,ARHGEF2
207630_s_at,NM_001881,CREM
207631_at,NM_005821,NBR2
207633_s_at,NM_005592,MUSK
207634_at,NM_005018,PDCD1
207635_s_at,NM_002238,KCNH1
207636_at,NM_006217,SERPINI2
207639_at,NM_003508,FZD9
207640_x_at,NM_006181,NTN3
207641_at,NM_012452,TNFRSF13B
207642_at,NM_001524,HCRT
207643_s_at,NM_001065,TNFRSF1A
207644_at,NM_003923,FOXH1
207645_s_at,NM_004284,CHD1L
207647_at,NM_004680,CDY1
207648_at,NM_001939,DRP2
207649_at,NM_003770,KRT37
207651_at,NM_013308,GPR171
207652_s_at,NM_004072,CMKLR1
207653_at,NM_004474,FOXD2
207655_s_at,NM_013314,BLNK
207658_s_at,NM_004471,FOXG1
207659_s_at,NM_006501,MOBP
207662_at,NM_005992,TBX1
207663_x_at,NM_001473,GAGE3
207664_at,NM_001464,ADAM2
207665_at,NM_003813,ADAM21
207666_x_at,NM_021014,SSX3
207669_at,NM_002282,KRT83
207670_at,NM_002283,KRT85
207671_s_at,NM_004183,BEST1
207672_at,NM_002920,RFX4
207673_at,NM_004646,NPHS1
207674_at,NM_002000,FCAR
207676_at,NM_004852,ONECUT2
207677_s_at,NM_013416,NCF4
207678_s_at,NM_007017,SOX30
207679_at,NM_000438,PAX3
207681_at,NM_001504,CXCR3
207682_s_at,NM_005355,KIF25
207683_at,NM_003593,FOXN1
207684_at,NM_004608,TBX6
207685_at,NM_004076,CRYBB3
207688_s_at,NM_005538,
207689_at,NM_005995,TBX10
207690_at,NM_006492,ALX3
207692_s_at,NM_001135,ACAN
207693_at,NM_000726,CACNB4
207694_at,NM_000307,POU3F4
207695_s_at,NM_001555,IGSF1
207696_at,NM_006581,FUT9
207698_at,NM_014356,C6orf123
207706_at,NM_007123,USH2A
207707_s_at,NM_030673,SEC13
207708_at,NM_021628,ALOXE3
207709_at,NM_006252,PRKAA2
207710_at,NM_014357,LCE2B
207712_at,NM_001187,BAGE
207714_s_at,NM_004353,SERPINH1
207715_at,NM_005210,CRYGB
207716_at,NM_006771,KRT38
207717_s_at,NM_004572,PKP2
207718_x_at,NM_000764,CYP2A7
207720_at,NM_000427,LOR
207722_s_at,NM_017797,BTBD2
207723_s_at,NM_002261,KLRC3
207725_at,NM_004575,POU4F2
207726_at,NM_004452,ESRRB
207727_s_at,NM_012222,MUTYH
207729_at,NM_016279,CDH9
207732_s_at,NM_021120,DLG3
207736_s_at,NM_005425,TNP2
207737_at,NM_021981,
207738_s_at,NM_013436,NCKAP1
207739_s_at,NM_001472,GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2B /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE3 /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8
207740_s_at,NM_012346,NUP62
207741_x_at,NM_003293,TPSAB1
207742_s_at,NM_001489,NR6A1
207745_at,NM_016366,CABP2
207752_x_at,NM_005039,PRB1
207753_at,NM_020657,ZNF304
207754_at,NM_007211,RASSF8
207760_s_at,NM_006312,NCOR2
207762_at,NM_024492,LPAL2
207763_at,NM_002962,S100A5
207766_at,NM_004196,CDKL1
207767_s_at,NM_001965,EGR4
207769_s_at,NM_005710,PQBP1
207771_at,NM_003041,SLC5A2
207772_s_at,NM_019854,PRMT8
207776_s_at,NM_000724,CACNB2
207777_s_at,NM_007237,LOC101928789 /// SP140
207778_at,NM_006508,REG1P
207780_at,NM_001340,CYLC2
207785_s_at,NM_015874,RBPJ
207787_at,NM_002279,KRT33B
207789_s_at,NM_001936,DPP6
207792_at,NM_000911,OPRD1
207793_s_at,NM_004437,EPB41
207795_s_at,AB009597,KLRD1
207800_at,NM_004857,AKAP5
207802_at,NM_006061,CRISP3
207803_s_at,NM_005212,CSN3
207804_s_at,NM_004108,FCN2
207805_s_at,NM_002813,PSMD9
207808_s_at,NM_000313,PROS1
207810_at,NM_001994,F13B
207811_at,NM_000223,KRT12
207813_s_at,NM_004110,FDXR
207814_at,NM_001926,DEFA6
207815_at,NM_002620,PF4V1
207816_at,NM_002289,LALBA
207817_at,NM_002177,IFNW1
207819_s_at,NM_000443,ABCB4
207820_at,NM_000667,ADH1A
207821_s_at,NM_005607,PTK2
207823_s_at,NM_004847,AIF1
207824_s_at,NM_002383,MAZ
207825_s_at,NM_000823,GHRHR
207826_s_at,NM_002167,ID3
207830_s_at,NM_002713,PPP1R8
207839_s_at,NM_016446,TMEM8B
207840_at,NM_007053,CD160
207841_at,NM_019003,SPIN2A
207844_at,NM_002188,IL13
207845_s_at,NM_014885,ANAPC10
207846_at,NM_000306,POU1F1
207847_s_at,NM_002456,MUC1
207848_at,NM_000490,AVP
207849_at,NM_000586,IL2
207850_at,NM_002090,CXCL3
207852_at,NM_002994,CXCL5
207853_s_at,NM_003085,SNCB
207854_at,NM_002102,GYPE
207857_at,NM_006866,LILRA2
207858_s_at,NM_000298,PKLR
207859_s_at,NM_000749,CHRNB3
207861_at,NM_002990,CCL22
207862_at,NM_006760,UPK2
207863_at,NM_001125,ADPRH
207864_at,NM_002976,SCN7A
207865_s_at,NM_001720,BMP8B
207867_at,NM_006193,PAX4
207868_at,NM_000742,CHRNA2
207872_s_at,NM_006863,LILRA1
207874_s_at,NM_006684,CFHR4
207875_at,NM_015882,
207876_s_at,NM_001458,FLNC
207877_s_at,NM_002533,NVL
207878_at,NM_015848,KRT76
207879_at,NM_001691,
207880_at,NM_002390,ADAM11
207881_at,NM_015887,
207882_at,NM_017532,
207884_at,NM_000180,GUCY2D
207885_at,NM_004057,S100G
207886_s_at,NM_001742,CALCR
207888_at,NM_004940,
207890_s_at,NM_022718,MMP25
207891_s_at,NM_017518,HAUS7 /// TREX2
207892_at,NM_000074,CD40LG
207893_at,NM_003140,SRY
207895_at,NM_005468,NAALADL1
207897_at,NM_001883,CRHR2
207899_at,NM_004123,GIP
207900_at,NM_002987,CCL17
207901_at,NM_002187,IL12B
207904_s_at,NM_005575,LNPEP
207906_at,NM_000588,IL3
207907_at,NM_003807,TNFSF14
207908_at,NM_000423,KRT2
207910_at,NM_006552,SCGB1D1
207911_s_at,NM_004245,TGM5
207912_s_at,NM_004081,DAZ1 /// DAZ2 /// DAZ3 /// DAZ4
207913_at,NM_000774,CYP2F1
207914_x_at,NM_001989,EVX1
207915_at,NM_005377,MYCLP1 /// MYCLP1
207916_at,NM_005405,AC009947.3 /// RBMY2AP /// RBMY2AP /// RBMY2BP /// RBMY2BP /// RBMY2DP /// RBMY2DP
207917_at,NM_015901,
207918_s_at,NM_003308,TSPY1 /// TSPY10 /// TSPY3 /// TSPY4 /// TSPY8
207919_at,NM_004314,ART1
207922_s_at,NM_005882,LOC101928676 /// MAEA
207925_at,NM_001900,CST5
207927_at,NM_019859,HTR7
207929_at,NM_005314,GRPR
207930_at,NM_002297,LCN1
207932_at,NM_002170,IFNA8
207933_at,NM_003460,ZP2
207934_at,NM_021026,RFPL1
207935_s_at,NM_002274,KRT13
207936_x_at,NM_006604,RFPL3
207938_at,NM_015886,PI15
207944_at,NM_006188,OCM2
207945_s_at,NM_001893,CSNK1D
207949_s_at,NM_004968,ICA1
207951_at,NM_001891,CSN2
207952_at,NM_000879,IL5
207953_at,AF010144,
207955_at,NM_006664,CCL27
207958_at,NM_006798,UGT2A1 /// UGT2A2
207959_s_at,NM_004662,DNAH9
207960_at,NM_012277,
207962_at,NM_007058,CAPN11
207963_at,NM_014354,KIF25-AS1
207964_x_at,NM_021068,IFNA4
207965_at,NM_020999,NEUROG3
207967_at,NM_007258,VPS45
207972_at,NM_000171,GLRA1
207974_s_at,NM_006930,SKP1
207981_s_at,NM_001438,ESRRG
207982_at,NM_005323,HIST1H1T
207985_at,NM_014355,
207987_s_at,NM_000825,GNRH1
207992_s_at,NM_000480,AMPD3
207995_s_at,NM_014257,CLEC4M
208000_at,NM_002066,GML
208002_s_at,NM_007274,ACOT7
208003_s_at,NM_006599,NFAT5
208004_at,NM_021225,PROL1
208005_at,NM_004822,NTN1
208006_at,NM_012188,FOXI1
208007_at,NM_012122,
208009_s_at,NM_014448,ARHGEF16
208012_x_at,NM_004509,SP110
208013_s_at,NM_020115,ACRV1
208018_s_at,NM_002110,HCK
208019_at,NM_003446,ZNF157
208021_s_at,NM_002913,RFC1
208022_s_at,NM_003671,CDC14B
208023_at,NM_003327,TNFRSF4
208024_s_at,NM_005675,DGCR6 /// DGCR6L
208025_s_at,NM_003483,HMGA2
208026_at,NM_003540,HIST1H4F /// HIST1H4G
208027_s_at,NM_012465,TLL2
208028_s_at,NM_003996,GPX5
208029_s_at,NM_018407,LAPTM4B
208030_s_at,NM_001119,ADD1
208031_s_at,NM_000635,RFX2
208033_s_at,NM_006885,ZFHX3
208034_s_at,NM_003891,PROZ
208035_at,NM_000843,GRM6
208036_at,NM_001708,OPN1SW
208037_s_at,NM_007164,MADCAM1
208038_at,NM_003854,IL1RL2
208039_at,NM_003048,
208040_s_at,NM_000256,MYBPC3
208041_at,NM_002929,GRK1
208043_at,NM_020484,
208045_at,NM_005129,
208046_at,NM_003538,HIST1H4A
208048_at,NM_015727,TACR1
208052_x_at,NM_001815,CEACAM3
208053_at,NM_001522,GUCY2F
208056_s_at,NM_005187,CBFA2T3
208059_at,NM_005201,CCR8
208060_at,NM_002584,PAX7
208061_at,NM_015877,
208064_s_at,NM_015879,ST8SIA3
208066_s_at,NM_001514,GTF2B
208070_s_at,NM_002912,REV3L
208072_s_at,NM_003648,DGKD
208074_s_at,NM_021575,AP2S1
208075_s_at,NM_006273,CCL7
208076_at,NM_003539,HIST1H4D
208078_s_at,NM_030751,SIK1
208079_s_at,NM_003158,AURKA
208082_x_at,NM_030757,MKRN4P /// MKRN4P
208083_s_at,NM_000888,ITGB6 /// LOC100505984
208087_s_at,NM_030776,ZBP1
208088_s_at,NM_030787,CFHR5
208090_s_at,NM_000658,AIRE
208093_s_at,NM_030808,NDEL1
208095_s_at,NM_001222,SRP72
208097_s_at,NM_030755,TMX1
208098_at,NM_030876,OR12D3 /// OR5V1
208100_x_at,NM_030913,SEMA6C
208102_s_at,NM_002779,PSD
208104_s_at,NM_030935,TSC22D4
208105_at,NM_000164,GIPR
208107_s_at,NM_030941,LOC81691
208109_s_at,NM_030944,LINC00597
208111_at,NM_000054,AVPR2
208113_x_at,NM_030979,PABPC3
208118_x_at,NM_031211,LOC101060604 /// SLC7A5P1 /// SLC7A5P2 /// SMG1P3
208121_s_at,NM_002848,PTPRO
208122_x_at,NM_012313,KIR2DS3
208123_at,AF338730,KCNB2
208124_s_at,NM_004263,SEMA4F
208126_s_at,NM_000772,CYP2C18
208128_x_at,NM_030615,KIF25
208130_s_at,NM_030984,TBXAS1
208131_s_at,NM_000961,PTGIS
208132_x_at,NM_004638,PRRC2A
208133_at,NM_006081,
208134_x_at,NM_031246,PSG2
208138_at,NM_000805,GAST
208143_s_at,NM_006683,EDDM3A
208146_s_at,NM_031311,CPVL
208147_s_at,NM_030878,CYP2C8
208149_x_at,NM_030653,DDX11
208151_x_at,NM_030881,DDX17
208152_s_at,NM_004728,DDX21
208153_s_at,NM_001447,FAT2
208154_at,NM_016646,
208155_x_at,NM_001476,GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2D /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7
208161_s_at,NM_020037,ABCC3
208164_s_at,NM_002186,IL9R
208165_s_at,NM_005865,PRSS16
208168_s_at,NM_003465,CHIT1
208170_s_at,NM_007028,TRIM31
208173_at,NM_002176,IFNB1
208174_x_at,NM_005089,ZRSR2
208175_s_at,NM_004407,DMP1
208176_at,NM_012146,DUX1
208177_at,NM_003052,SLC34A1
208179_x_at,AF022048,KIR2DL3
208181_at,NM_003543,HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4
208182_x_at,NM_002172,IFNA14
208183_at,NM_001059,TACR3
208186_s_at,NM_005357,LIPE
208188_at,NM_000226,KRT9
208190_s_at,NM_015925,LSR
208191_x_at,NM_002780,PSG4
208192_at,NM_006679,
208193_at,NM_000590,IL9
208195_at,NM_003319,TTN
208198_x_at,NM_014512,KIR2DS1
208200_at,NM_000575,IL1A
208201_at,NM_012147,DBET /// DUX3 /// DUX4 /// DUX4L1 /// DUX4L2 /// DUX4L24 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// DUX4L8 /// LOC100133400 /// LOC100287823 /// LOC100288289 /// LOC100291626 /// LOC652301
208203_x_at,NM_014513,KIR2DS5
208204_s_at,NM_001234,CAV3
208207_at,NM_003163,
208208_at,NM_003802,MYH13
208209_s_at,NM_000716,C4BPB
208210_at,NM_002377,MAS1
208214_at,NM_000684,ADRB1
208215_x_at,NM_000797,DRD4
208216_at,NM_001934,DLX4
208217_at,NM_002043,GABRR2
208220_x_at,NM_001143,AMELY
208223_s_at,NM_020327,ACVR1B
208224_at,NM_002144,HOXB1
208228_s_at,M87771,FGFR2
208235_x_at,NM_021123,GAGE12B /// GAGE12F /// GAGE12G /// GAGE12I /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7
208238_x_at,NM_013344,
208239_at,NM_012185,FOXE1
208240_s_at,NM_013394,FGF1
208242_at,NM_013435,RAX
208243_s_at,NM_016083,CNR1
208244_at,NM_001201,BMP3
208245_at,NM_004250,RAB9BP1
208247_at,NM_001213,ERC2-IT1
208249_s_at,NM_014305,TGDS
208250_s_at,NM_004406,DMBT1
208251_at,NM_004978,KCNC4
208253_at,NM_014442,SIGLEC8
208254_at,NM_004908,
208256_at,NM_001405,EFNA2
208258_s_at,NM_006478,GAS2L1
208259_x_at,NM_021057,IFNA7
208260_at,NM_000707,AVPR1B
208261_x_at,NM_002171,IFNA10
208262_x_at,NM_000243,MEFV
208267_at,NM_019841,TRPV5
208270_s_at,NM_020216,RNPEP
208271_at,NM_020144,PAPOLB
208273_at,NM_020394,ZNF670 /// ZNF670-ZNF695 /// ZNF695
208274_at,NM_022375,OCLM
208275_x_at,NM_003577,UTF1
208277_at,NM_005029,PITX3
208281_x_at,NM_020364,DAZ1 /// DAZ2 /// DAZ3 /// DAZ4
208282_x_at,NM_020363,DAZ1 /// DAZ2 /// DAZ3 /// DAZ4
208283_at,NM_001468,GAGE1
208285_at,NM_017506,OR7A5
208287_at,NM_005844,HCG9
208288_at,NM_003742,ABCB11
208289_s_at,NM_004879,EI24
208291_s_at,NM_000360,TH
208292_at,NM_014482,BMP10
208295_x_at,NM_022580,CSHL1
208300_at,NM_002842,PTPRH
208302_at,NM_021182,HMHB1
208303_s_at,NM_022148,CRLF2
208304_at,NM_001837,CCR3
208305_at,NM_000926,PGR
208306_x_at,NM_021983,HLA-DRB1 /// HLA-DRB1
208307_at,NM_005058,RBMY1A1 /// RBMY1B /// RBMY1D /// RBMY1E /// RBMY1F /// RBMY1J
208310_s_at,NM_007085,CCZ1 /// CCZ1B
208311_at,NM_004224,GPR50
208312_s_at,NM_023013,PRAMEF1 /// PRAMEF2
208313_s_at,NM_004630,SF1
208314_at,NM_006583,RRH
208318_s_at,NM_005108,XYLB
208319_s_at,NM_006743,RBM3
208322_s_at,NM_003033,ST3GAL1
208323_s_at,NM_004306,ANXA13
208327_at,NM_000766,CYP2A13
208329_at,NM_021635,PBOV1
208330_at,NM_021926,ALX4
208331_at,NM_004678,BPY2
208332_at,NM_004676,LOC100509646 /// PRY /// PRY2
208333_at,NM_022363,LHX5
208334_at,NM_022569,NDST4
208335_s_at,NM_002036,ACKR1
208336_s_at,NM_004868,TECR
208338_at,NM_002559,P2RX3
208339_at,NM_004677,XKRY /// XKRY2
208340_at,NM_003723,LOC643733
208344_x_at,NM_006900,IFNA1 /// IFNA13
208345_s_at,NM_002699,POU3F1
208346_at,NM_006692,PPBPP2
208349_at,NM_007332,TRPA1
208350_at,NM_001890,CSN1S1
208358_s_at,NM_003360,UGT8
208359_s_at,NM_004981,KCNJ4
208360_s_at,NM_015870,ERVH-4
208361_s_at,NM_001722,POLR3D
208365_s_at,NM_005307,GRK4
208369_s_at,NM_013976,GCDH
208370_s_at,NM_004414,RCAN1
208372_s_at,AF134379,LIMK1
208373_s_at,NM_004154,P2RY6
208374_s_at,NM_006135,CAPZA1
208375_at,NM_024013,IFNA1
208376_at,NM_005508,CCR4
208377_s_at,NM_005183,CACNA1F
208380_at,NM_006562,LBX1
208382_s_at,D63882,DMC1
208383_s_at,NM_002591,PCK1
208384_s_at,NM_012216,MID2
208388_at,NM_014249,NR2E3
208389_s_at,NM_004171,SLC1A2
208393_s_at,NM_005732,RAD50
208394_x_at,NM_007036,ESM1
208396_s_at,NM_005019,PDE1A
208398_s_at,NM_004865,TBPL1
208399_s_at,NM_000114,EDN3
208401_s_at,U01157,GLP1R
208402_at,NM_002190,IL17A
208406_s_at,NM_004810,GRAP2
208408_at,NM_002825,PTN
208409_at,NM_007163,LOC101930602 /// SLC14A2
208410_x_at,NM_001142,AMELX
208411_x_at,NM_006239,PPEF2
208412_s_at,NM_015854,RARB
208414_s_at,NM_002146,HOXB3
208416_s_at,NM_000347,SPTB
208417_at,NM_020996,FGF6
208421_at,NM_015880,
208426_x_at,NM_002255,KIR2DL4
208427_s_at,NM_004432,ELAVL2
208431_s_at,NM_003320,TUB
208432_s_at,NM_000721,CACNA1E
208434_at,NM_004991,MECOM
208436_s_at,NM_004030,IRF7
208437_at,NM_000083,CLCN1
208440_at,NM_007354,C3orf27
208441_at,NM_015883,IGF1R
208445_s_at,NM_023005,BAZ1B
208447_s_at,NM_002764,PRPS1
208448_x_at,NM_002173,IFNA16
208449_s_at,NM_006119,FGF8
208450_at,NM_006498,LGALS2
208451_s_at,NM_000592,C4A /// C4B /// C4B_2
208453_s_at,NM_006523,XPNPEP1
208454_s_at,NM_016134,CPQ
208455_at,NM_002855,PVRL1
208457_at,NM_000815,GABRD
208458_at,NM_002978,SCNN1D
208460_at,NM_005497,GJC1
208461_at,NM_006497,HIC1
208463_at,NM_000809,GABRA4
208464_at,NM_000829,GRIA4
208465_at,NM_000839,GRM2
208466_at,NM_004283,RAB3D
208468_at,NM_007084,SOX21
208469_s_at,NM_030652,EGFL8 /// PPT2 /// PPT2-EGFL8
208471_at,NM_020995,HPR
208472_at,NM_022465,IKZF4
208473_s_at,NM_016295,GP2
208474_at,NM_021195,CLDN6
208477_at,NM_004976,KCNC1
208478_s_at,NM_004324,BAX
208479_at,NM_000217,KCNA1
208481_at,NM_016116,ASB4
208482_at,NM_001049,SSTR1
208483_x_at,NM_004138,KRT33A
208484_at,NM_005325,HIST1H1A
208486_at,NM_000798,DRD5
208487_at,NM_002316,LMX1B
208489_at,NM_005267,GJA8
208490_x_at,NM_003522,HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI
208491_s_at,NM_021965,PGM5
208492_at,NM_000538,RFXAP
208493_at,NM_005523,HOXA11
208494_at,NM_014228,SLC6A7
208495_at,NM_021025,TLX3
208496_x_at,NM_003534,HIST1H3G
208497_x_at,NM_006161,NEUROG1
208498_s_at,NM_004038,ACTG1P4 /// AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B
208500_x_at,NM_012183,FOXD3
208501_at,NM_004188,GFI1B
208504_x_at,NM_018931,PCDHB11
208506_at,NM_021018,HIST1H3F
208507_at,NM_012377,OR7C2
208508_s_at,NM_030905,OR2J2
208509_s_at,NM_030901,OR7A17
208510_s_at,NM_015869,PPARG
208511_at,NM_021000,PTTG3P
208513_at,NM_012182,FOXB1
208514_at,NM_000219,KCNE1
208515_at,NM_003521,HIST1H2BM
208516_at,NM_005959,MTNR1B
208519_x_at,NM_001501,GNRH2
208520_at,NM_013938,OR10H3
208521_at,NM_006637,OR5I1
208523_x_at,NM_003525,HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI
208524_at,NM_005290,GPR15
208525_s_at,NM_012369,OR2F1 /// OR2F2
208527_x_at,NM_003523,HIST1H2BE
208528_x_at,NM_021015,SSX3 /// SSX5 /// SSX7
208529_at,NM_001208,BTF3P11
208531_at,NM_006220,SERPINA2
208532_x_at,NM_021046,KRTAP5-8
208533_at,NM_005986,SOX1
208536_s_at,NM_006538,BCL2L11
208537_at,NM_004230,S1PR2
208538_at,NM_012403,ANP32C
208539_x_at,NM_006945,SPRR2B
208540_x_at,NM_021039,S100A11P1 /// S100A11P1
208541_x_at,NM_012251,TFAM
208542_x_at,NM_007153,ZNF208 /// ZNF595 /// ZNF718
208543_at,NM_013939,OR10H2
208544_at,NM_000682,ADRA2B
208546_x_at,NM_003524,HIST1H2BH
208547_at,NM_021062,HIST1H2BB
208548_at,NM_021002,IFNA5 /// IFNA6
208549_x_at,NM_016171,PTMA
208550_x_at,NM_012283,KCNG2
208551_at,NM_003547,HIST1H4G
208552_at,NM_014619,GRIK4
208553_at,NM_005321,HIST1H1E
208554_at,NM_002700,POU4F3
208555_x_at,NM_001322,CST2
208556_at,NM_005299,GPR31
208557_at,NM_024014,HOXA6
208558_at,NM_013940,OR10H1
208559_at,NM_013311,PDX1
208560_at,NM_005549,KCNA10
208562_s_at,NM_020297,ABCC9
208563_x_at,NM_006236,POU3F3
208564_at,NM_004974,KCNA2
208565_at,NM_005913,MC5R
208567_s_at,NM_002244,KCNJ12 /// KCNJ18 /// LOC100996843
208568_at,NM_000529,MC2R
208569_at,NM_003513,HIST1H2AB
208570_at,NM_005430,WNT1
208571_at,NM_012404,ANP32D
208572_at,NM_003493,HIST3H3
208573_s_at,NM_007160,OR2H2
208574_at,NM_004189,SOX14
208575_at,NM_003529,HIST1H3A
208576_s_at,NM_003537,HIST1H3B
208577_at,NM_003531,HIST1H3C
208578_at,NM_006514,SCN10A
208579_x_at,NM_017445,H2BFS
208580_x_at,NM_021968,HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4
208581_x_at,NM_005952,MT1X
208582_s_at,NM_012148,DUX1 /// DUX3 /// DUX5
208583_x_at,NM_021066,HIST1H2AJ
208584_at,NM_016432,SNCG
